3 2.5 2010 2014 453246
4 3.5 2140 2005 675000
3 1.75 1320 1956 199000
4 1.75 2020 1968 220000
4 2.25 2590 1968 452000
2 1 1190 1981 382500
3 2.25 1170 2014 519950
2 1 1110 1925 665000
5 2.5 2820 1968 527700
3 1 1610 1962 205000
3 1 1060 1923 420000
4 2.25 2030 1961 500000
4 2.5 3670 1994 921500
4 1 2550 1905 890000
2 2.5 2420 2007 430000
5 2 2260 1960 258000
3 1 1430 1947 511000
3 2 1360 1990 532170
3 1 1110 1947 560000
3 1 1250 1954 282950
4 3.25 5180 2006 2.25e+006
1 1 700 1942 350000
3 1 1180 1967 215000
5 3.5 3960 1996 650000
4 2.75 2640 1967 320000
3 2 1270 1916 247000
4 1.75 1760 1968 320000
5 2.25 2060 1962 255000
3 1.75 1780 1962 438000
3 2.5 3400 2000 900000
3 2.75 1910 1979 441000
3 2 2020 1975 420000
3 1.75 1580 1976 370000
2 1.75 1340 1949 269950
4 2.5 2680 1999 807100
3 2.5 2680 1979 653000
3 2 1370 1964 371500
3 1.75 1560 1954 284000
3 1.75 2160 1978 272000
3 1.5 1340 1955 313000
4 2.5 3880 1984 917500
4 2.25 2590 1980 673000
3 2.5 1120 2008 425000
5 2.75 1970 1986 399950
3 1 1220 1901 385000
3 1.5 1950 1975 269950
2 1 1350 1949 330000
3 2.5 1670 1988 260000
4 3 2380 1925 470000
4 3 2440 1961 589000
2 1.5 1050 1996 163500
4 2.75 3130 1993 835000
5 3 4090 1986 1.095e+006
4 1.75 1490 1969 269000
3 2.5 1900 1987 560000
4 1 1330 1901 615000
3 2.25 2230 1975 585188
3 1.75 1650 1977 305000
3 1 1190 1959 166950
3 2.5 2140 1959 799000
3 2.5 2180 1962 400000
3 1 1060 1948 230000
3 2.5 1690 2003 256883
4 2 1970 1920 423000
3 2.5 2150 2007 465000
3 2.5 1910 1997 440000
3 1.75 1350 1969 385000
3 1 860 1943 210000
3 2.5 1940 1994 297000
3 1 1010 1952 470000
3 1.5 1300 1976 226500
3 1 910 1962 274250
4 1.75 2480 1966 840000
3 2.5 2440 2010 677900
3 1 1010 1915 425000
2 0.75 900 1941 180250
6 3 2300 1920 464000
4 2.25 1550 1993 320000
3 2.25 1270 2014 625504
4 2.5 2240 1983 592500
3 2.5 2714 2005 465000
4 2.75 1720 1978 477000
2 1 850 1923 280000
5 3 3300 1957 1.505e+006
3 2.5 2250 2000 445838
2 2.25 3900 1947 1.072e+006
2 1.5 1320 1947 467000
4 2.5 2760 1999 686000
3 2 1750 1961 279950
4 2.25 2330 1987 527000
3 2.25 2220 1966 325000
3 2.25 2020 1994 328000
3 2.25 1250 1942 390000
2 2 1510 2005 479950
4 2.25 1720 1978 264950
3 1 1430 1961 235000
3 2.5 1480 2004 516500
2 1.75 1450 1915 655000
4 2.75 2280 1960 500000
6 2.75 2940 1978 315000
2 1 1000 1961 213000
3 1.5 2480 1947 475000
5 4 3760 1983 1.025e+006
3 2 2220 1976 416000
4 1 1970 1904 410000
3 3.5 3830 1993 800000
6 2.5 4410 1965 472000
3 1.75 1430 1968 225000
2 1 830 1940 210000
2 1 1430 1925 455000
3 1 1300 1954 225000
2 1 1030 1918 480000
3 2.5 2740 1990 363000
4 2.5 3650 2000 2.4e+006
2 1.5 720 1954 181000
4 2 2010 1976 250000
3 1.75 1560 1918 481000
3 2 1810 1978 260000
4 2.5 3360 2001 455000
3 2.25 1510 1991 415000
3 1 1400 1953 349500
3 2.5 1730 1987 245000
2 2 1420 1928 592500
4 1.75 2360 1955 385000
3 1.75 1580 1974 315000
3 1 1230 1979 255000
4 2.5 2460 2006 693000
3 1 1660 1911 780000
3 1.75 1270 1960 237000
3 2.25 2100 1979 525000
2 1 770 1930 425000
1 0.75 760 1936 369900
4 2.5 1700 1988 290000
3 1 1120 1954 285000
2 1 1070 1937 415000
3 2.5 2070 1979 272500
4 3.25 5050 1982 2.9e+006
4 4.75 5310 1989 1.365e+006
2 1 1040 1939 436000
3 1 1700 1967 210000
3 1 1300 1961 236000
3 1.75 1080 1954 331000
3 2.5 2653 2006 365000
3 2 2290 1960 450000
4 2.75 3820 2014 770000
4 2.5 2210 1997 455000
3 1.75 2390 1908 405000
4 1.75 2600 1969 304900
2 1 860 1931 170000
5 3 3830 1905 2.05e+006
4 2.5 3500 2005 780000
3 3 2420 1988 330000
4 2.5 2720 1992 370000
5 2.25 2500 1979 467000
3 1.75 1670 1980 405000
5 2.25 2900 1985 675000
2 1 1640 1954 500000
4 2.5 1890 1968 389999
4 1.75 2950 1975 630000
4 2.5 2160 1992 360000
4 3 3280 1986 580000
3 2 1970 1929 550000
4 2.5 3360 1994 879000
3 2 1320 1993 265000
3 2.5 2650 1990 446500
3 1.5 2030 1963 404000
3 1.75 1590 1957 267500
4 5 4550 2002 3.075e+006
3 2.5 2440 1998 335000
3 2.5 1940 1948 576000
3 2.5 2040 2006 208633
3 2.25 2200 1964 315000
3 1.75 1920 1913 725000
4 2.75 1800 1965 550000
4 2.25 2180 1984 610750
2 1 1010 1908 550700
4 2.75 3320 1960 665000
4 2.5 2370 1928 834000
5 1.75 1660 1915 201000
5 2.5 3650 1921 2.384e+006
4 3.25 4290 1997 1.384e+006
4 3.25 4290 1997 1.4e+006
4 2.25 1950 1979 305000
3 2 2590 1948 487000
3 2.5 1930 1988 390000
2 1 1470 1916 548000
4 1 800 1943 268750
5 2.75 3150 2013 819900
3 2.25 2030 1984 520000
3 2 1450 2003 230000
3 1.75 1510 1969 240000
2 1 1240 1922 232000
2 1 1240 1922 240500
3 2.5 3030 1987 274975
4 2 2050 1922 740000
3 1 1000 1952 186375
3 2.25 2370 1977 790000
4 3.5 2800 1951 880000
6 1.75 2240 1955 279000
3 2 1810 1991 295000
2 1 1070 1924 640000
4 2 2490 1968 940000
4 2.5 1960 2003 260000
3 2.75 2930 2004 559900
4 2 1510 1911 791500
3 1.75 1420 1954 265000
3 1.75 1740 1954 245000
4 1.75 2560 1962 485000
4 3.5 3040 2010 684000
3 1.75 2500 1957 425000
4 1.75 1275 1991 309600
4 2.5 2580 2002 552250
4 1 1000 1943 165000
4 1 1000 1943 239900
2 1 1070 1930 320000
3 2 1390 1987 206600
4 1.75 2500 1973 387000
1 0.75 560 1967 299000
4 2.75 2270 1965 855000
3 1 1900 1954 315000
2 1 990 1907 437500
4 1.5 1550 1969 252000
4 1.75 2200 1955 375000
4 2.5 1910 2005 300000
4 1 1750 1954 420000
3 1 1330 1928 900000
3 2.5 2440 2000 679900
3 2.5 1640 1992 463000
5 2.5 2760 1978 380000
4 2.5 1820 1994 329500
3 2.5 2110 2013 604950
5 2.5 3040 1966 795000
3 2 1840 1994 465000
4 2.5 2990 2002 673000
4 2.5 3520 1991 810000
4 2.75 2440 1989 785000
4 3 2090 1986 338000
3 2.25 1430 1993 280000
4 2.25 2180 1954 315000
4 2.25 2180 1954 530000
5 3 3450 2004 380000
3 2.25 1450 1994 297000
4 2.5 3230 2004 730000
3 1.75 1640 1940 450000
3 3 1590 1997 275000
4 2 2020 1960 595000
3 1.5 1300 1904 435000
2 1.5 1380 1954 270000
3 3 4040 1986 950000
4 2.25 2130 2001 389000
4 2.25 2550 1968 560000
5 3.5 4800 1998 1.35e+006
4 2.25 2510 1969 799000
3 2 1410 1983 365500
3 2 1650 1979 252350
4 2.5 2120 1993 403950
4 1.5 2040 1954 385000
4 1 1550 1957 345000
3 2.75 1980 1979 490000
3 2.5 1600 2005 330000
4 2.75 3300 1953 927000
4 2.5 3840 1983 1.118e+006
2 1 1220 1950 330000
5 2.25 2720 1958 530000
4 2 1940 1962 365000
3 2.5 2160 1909 378750
4 1.75 1530 1968 269900
3 3.5 1710 2008 557000
4 1.75 3730 1974 360000
2 1 940 1937 352000
3 2.5 1750 1994 437000
4 2.5 1820 1994 322500
3 3.25 1510 2001 650000
3 2 1290 2001 450000
3 2 1570 1998 278500
4 2.5 1930 1995 364950
4 3.5 2840 1986 840000
3 2.5 1550 1991 268000
2 1 833 2006 517534
3 2.5 2990 1978 632925
3 2.5 2000 1995 577500
4 1.5 2390 1920 339000
3 1.75 2910 1967 570000
4 1.75 2085 1964 563500
4 2.25 2200 1962 423000
3 2.25 1860 2012 355000
5 4.25 6070 1999 1.55e+006
2 1 950 1941 482000
3 1.75 1600 1955 625000
3 2.5 2250 1988 538000
3 2.5 2280 1985 380000
2 1 940 1909 375000
3 2.5 1530 1996 245000
5 1.75 2190 1947 310000
3 2 2350 1976 1.3e+006
4 2 1440 1971 397000
3 2.5 2200 2005 365000
4 3 2290 1990 328500
4 3 4040 1987 988000
4 2.5 2610 1922 1e+006
3 2.5 1490 2005 237000
4 2.5 2450 2003 525000
4 2.5 1710 1976 749000
5 2.5 4870 1983 722500
3 2.5 3130 1991 843000
2 2 1270 2000 438000
3 1.75 2120 1977 578000
3 1.5 1670 1954 227950
3 2.25 2070 1974 196000
2 1 1420 1953 641000
3 1.5 1250 1980 350000
3 1 940 1960 205000
3 1.75 1920 1968 400000
3 2.5 3545 2005 1.03e+006
3 2 1260 1972 505000
5 2.5 2340 1975 475000
3 2.25 2590 1977 520000
3 4.5 3970 1977 1.45e+006
3 1.75 1220 1965 333500
3 1 1400 1976 232000
3 2.75 2360 1983 691100
3 1.75 1870 1960 811000
3 2.5 2830 2001 551000
3 2.5 2260 1994 496500
3 3 1970 1980 705000
4 2.5 3140 1966 578000
3 1.75 1240 1986 255000
4 3.5 3450 2007 1.05e+006
3 2.25 2570 1989 348000
3 2 1510 1985 230000
4 2.25 2390 1988 359500
3 1 980 1953 330000
1 0.75 430 1912 80000
3 1.75 1480 1954 465000
4 2.5 1850 1997 325000
3 2 2270 1947 340500
3 2.5 1810 1993 342500
2 2 1610 1930 290900
3 4.25 3840 2000 868700
4 2.75 4110 1928 1.199e+006
4 3.25 4190 2000 1.15e+006
4 2.75 3390 2011 859900
4 2.25 1890 2003 520000
3 2.5 1610 2005 460000
3 1.5 1050 1949 438924
2 1 630 1918 315000
4 2.75 2910 1975 590000
4 1.75 1700 1955 378500
3 2.5 1950 1990 328500
3 3 2990 1973 849950
3 1.5 1350 1950 525000
4 3.25 4860 1993 1.385e+006
4 2.5 2160 1978 295000
6 3.5 4860 1998 1.067e+006
2 2 890 1917 207950
4 2.75 2810 2002 699900
5 2.5 3400 1977 1.28e+006
4 1.5 1580 1963 452000
3 2 1680 1987 370000
3 1.75 1300 1968 232000
5 2.5 2820 1960 669950
3 2 1510 1972 397500
2 2.5 1230 2004 490000
4 2 2110 1925 725000
3 2.75 3080 1958 299000
2 1.5 1490 1900 625000
3 2.5 2120 2000 437500
4 2.5 3180 2003 650000
2 1 1490 1929 475000
3 2 1930 1966 342000
4 2.5 2770 1999 1.19735e+006
3 1.5 1670 1963 280000
2 1.75 1330 1993 240000
3 1 1210 1924 529000
3 1 1190 1941 442000
2 1 1540 1946 615000
4 3.75 4030 2006 1.485e+006
4 1.75 2430 1981 585000
4 2.5 2600 2005 480000
5 3.5 4410 1990 1.095e+006
4 1 1330 1949 290000
3 1.75 1900 1951 615000
2 1 1100 1950 300000
3 1 1980 1932 308000
3 2.5 2400 2001 750000
4 2.25 4760 1916 2.25e+006
4 3.25 3180 2005 890000
3 1 1190 1958 288000
2 1 630 1943 190000
5 3 2530 2005 515000
4 1.5 1690 1930 235000
2 1 940 1951 275000
2 2 1240 1952 727500
4 2.5 3040 2003 650000
6 5 6050 2001 1.6e+006
4 1 1590 1944 365000
3 1.75 2500 1984 662000
3 2.5 1780 1978 270500
2 1.5 1360 1978 200000
4 3.25 4740 1987 970000
3 1.5 1010 1962 160000
3 1 1040 1971 204000
3 2.25 1610 1985 358000
4 1.75 1570 1979 452000
2 2 1510 1900 595000
3 2 1360 1994 249000
4 2.5 1970 1999 346900
3 2.5 5403 1976 2.125e+006
4 2.5 1560 2003 280000
4 1.75 2320 1973 318888
3 2.25 2120 1967 530000
3 2.25 2120 1983 375000
4 2.5 3350 1988 910000
4 2.5 2380 1991 782000
2 2 1070 2008 259950
4 2.75 2300 1979 315000
2 1 1320 1943 215000
3 1.75 2180 1946 705000
3 3 4380 1952 1.45e+006
3 1.75 1790 1949 451000
2 1 750 1943 261000
3 1.5 1300 1956 396000
4 2.5 2990 1999 725000
7 3.5 4640 1965 1.95e+006
4 1 1400 1959 238000
6 1.75 2750 1973 750000
4 2.5 2050 1998 331500
4 3 2230 1978 460000
4 2.25 2340 1982 404950
3 2.5 2870 2014 880000
4 2.5 4120 1997 863000
3 1.75 2080 1960 638700
3 2.5 1840 2008 435000
3 1 1180 1959 260000
5 2.75 2160 1927 671500
3 1 1180 1907 610000
2 0.75 1160 1937 405000
4 2.5 1830 2003 338900
4 4 3200 2004 720000
5 3 2560 1927 442000
5 2.75 2550 1902 650000
3 1.75 1330 1981 263500
2 1 1220 1963 300000
3 2.5 1805 2009 266000
4 4 6050 2009 930000
4 2.5 2320 2004 530000
3 1 1384 1965 180000
3 2.5 2720 2005 619000
3 1.5 1820 1962 264000
2 2.25 2130 1941 730000
4 2.25 2060 1975 439000
4 1.75 1420 1981 268500
3 1.75 1510 1985 330000
3 2.5 2160 1903 640000
3 2.5 3180 1978 900000
3 2.25 2110 1985 370000
3 2 2060 1931 685000
3 1.5 1830 1981 505000
3 1.75 1820 1966 265000
3 2.5 1610 2006 290000
4 2.5 1780 2006 296000
4 2.5 1840 1996 360000
3 1.75 1460 1997 240500
2 2.5 1400 2007 372500
3 2.5 3370 2004 595000
4 3 3590 1997 515000
4 2.25 3200 1962 1.22e+006
2 1.75 1670 2004 507000
4 2 2420 1984 399950
3 1.75 1430 1994 185000
3 1.75 1440 1980 460000
3 2.25 1450 1985 435500
4 2.75 3550 1966 469000
2 3 1270 2000 531000
2 1 940 1949 443500
3 2 1670 1990 223000
4 3.5 3100 1996 590000
2 2.5 1100 1997 340000
3 2 1870 1925 650000
3 2.5 1930 1990 533600
3 2.75 2540 2005 695000
3 1.75 1280 1988 242000
3 2.25 1820 1967 425000
3 2.25 1490 1981 525000
3 2.5 1880 1988 485000
3 1 1250 1971 175000
3 2 1440 1983 210000
3 2.5 1920 1989 260000
3 2.5 2060 1976 577000
3 1.5 1210 1958 200000
2 1.75 1760 1927 605000
3 1 990 1947 325000
3 1 960 1944 289500
3 2.5 1660 2014 559950
3 1.75 1900 1941 1.0425e+006
3 2.25 1270 1970 543500
4 2.25 3250 1983 480000
3 1 960 1982 218000
2 1.75 1330 1914 565000
3 1.75 2080 1968 426700
3 2.5 2690 1957 650000
2 1 890 1910 542000
3 1.75 1070 1977 415000
3 1 1200 1953 214000
3 1.5 1360 1949 245000
3 2 2050 1993 314500
3 1.5 3000 1924 1.12e+006
2 2 1300 1963 378000
4 2.5 2250 1982 305000
5 2.75 3740 1978 595000
3 2.5 1660 2015 729500
3 2.5 2360 2003 430000
3 1.75 1760 1987 240000
3 1.75 1680 1916 545000
3 1.75 1320 1918 530000
1 1 870 1939 157000
4 1 1260 1925 425000
3 1 1000 1944 220000
4 1.75 2020 1976 521000
3 1 1920 1952 325000
3 2 2150 1911 597500
3 2.5 1470 1999 337000
3 2.5 3180 1991 1e+006
3 2.5 3930 1957 3.07e+006
3 1 990 1943 495000
4 3.5 2770 2001 748000
3 1.5 1250 1953 888000
3 1.75 1140 1986 269900
4 2.5 2250 1967 496500
3 2.5 1640 1969 475000
3 1.5 1255 2004 312000
3 1 1290 1976 323000
3 1.75 1300 1986 331000
3 1.5 1220 2007 306000
4 2.5 2630 2002 655000
3 1.5 1950 1959 290000
4 3.25 3160 1965 1.25e+006
3 1.75 1550 1949 460000
4 2.5 1700 1940 435000
4 2.75 2510 1978 664000
4 1.75 1800 1921 865000
3 1.75 1800 1968 385000
3 2.25 1870 1975 497000
2 1 1010 1925 280000
2 1.5 1120 1924 188000
3 1 2090 1969 478500
4 3.5 4370 2001 1.145e+006
3 2 1440 1981 222000
4 3 2580 1984 799000
4 2.5 3190 2006 609900
4 3.5 2380 1995 413000
4 1 1420 1930 400000
5 2.75 2990 2014 802541
3 2.5 2680 1990 320000
4 2.5 2730 2006 507000
3 1 1220 1946 387500
3 1 1500 1967 396000
3 1.75 1830 1958 373000
5 2.5 4570 1965 1.4849e+006
4 2.25 2470 1983 359900
2 1 800 1927 410000
4 2.5 2900 1992 690000
3 2 1410 1985 245000
5 2.5 2830 1979 700000
4 1.75 1680 1977 268000
3 1.75 1760 1979 225000
4 2.25 2240 1976 980000
2 1 1380 1905 795000
2 1 820 1953 195000
4 2 2180 1950 480000
4 2 1400 1900 485000
2 1 880 1928 130000
2 1 1060 1946 325000
3 1.75 1530 1984 440000
4 1.75 2480 1958 550000
3 1.75 1490 1967 310000
3 2.5 3660 1989 530000
4 2.5 2340 1993 390000
3 1.75 1450 1981 243000
4 2.5 2210 1990 639000
4 1 1130 1969 215000
5 1.75 1550 1961 405000
4 1.75 1710 1968 250000
3 1.5 1010 1954 405500
6 2.25 2660 1937 452000
6 2.25 2660 1937 730000
3 2 1300 1994 267000
3 2.5 1670 2002 289950
2 1 960 1911 565000
4 3.25 4670 1988 1.578e+006
3 2.5 2140 2007 636000
5 3 2520 2004 350000
3 1.5 1650 1978 320000
2 1.75 1440 1978 210000
2 1 1050 1950 245000
3 1.75 1470 1983 328000
4 2.25 4230 1989 985000
3 1.75 1970 1976 501000
3 2.25 1540 1992 315000
3 2.75 2090 2012 403000
3 2 2380 1934 550000
4 2.5 2156 2012 347500
4 2.25 2070 1986 365000
3 1 1910 1951 588000
3 1.75 1920 1977 605000
3 3.25 3400 1937 1.3e+006
3 2 1400 1974 233000
4 2.5 2210 1997 360000
2 1.75 1170 1929 459000
3 2 2100 1995 740000
3 1 1160 1967 305000
3 1 1500 1925 395000
4 2.5 2940 2000 560000
4 1.75 2010 1963 650000
3 2.5 2170 2003 449950
3 1.5 1430 1940 517500
4 1.5 1510 1970 435000
3 1 1150 1952 329999
3 1.75 2150 1960 950000
3 1 1370 1944 447000
2 2.5 2380 2010 699800
3 1.75 1370 1911 850000
3 1.75 1600 1979 316500
5 3.5 3750 1981 942500
2 2.25 3950 1991 1.31e+006
4 2.25 2400 1964 856600
5 1.5 2830 1918 405600
4 2.5 2440 1996 565000
3 2.25 1190 2008 400000
3 2 1400 1997 330000
4 2.75 2730 2005 374950
3 2.75 2390 1983 405300
3 2.25 2060 1984 560000
4 2.25 2490 1961 824000
3 1.75 1100 1984 260000
4 2.5 2430 1965 760000
3 2.5 3170 1995 405000
4 2.5 2640 1987 429900
3 1.5 1130 1961 341500
5 2 1940 1957 465250
2 2 1100 1912 450000
3 1 1200 1955 390000
3 2.25 2000 1963 420000
3 2.5 1890 2002 269950
4 2 1910 1910 493000
4 2.5 2710 1998 370000
5 4.25 4860 1905 2.25e+006
3 1 1250 1967 305000
3 1.75 1590 1938 400000
3 1.5 1240 2009 320000
4 1 2000 1911 715000
6 2.75 3610 1966 650000
5 1.75 1930 1966 218000
2 1 1280 1964 500000
4 2 2090 1984 460000
3 1.5 1940 1969 232500
3 2.5 1800 1990 408200
3 1.75 1730 1980 522000
4 2.5 2810 1982 675000
4 3.5 3550 1999 1.355e+006
4 1 1330 1952 249950
2 1 750 1950 210000
4 1 1760 1947 429950
4 2.5 3200 1993 737500
4 2 1740 1958 710000
3 2.5 2100 1999 470000
4 3.5 4270 1993 1.1e+006
3 2 1340 1913 650000
4 2.5 3190 1967 1.216e+006
3 2.5 1630 1987 422120
5 2.5 2990 2007 625000
4 1 1550 1954 385200
3 2.25 1690 1989 500000
4 2.25 1960 1989 308000
3 2.75 2390 1977 565000
3 2.5 2600 2004 581000
3 2 1950 1999 361000
3 1 1250 1964 345000
2 2.25 1180 2008 419000
3 2.5 1680 2004 347000
4 2.25 2220 1989 625000
4 4.25 4890 1999 2.4e+006
3 3.25 2660 2014 379000
3 1.5 1150 1988 310000
2 2 1130 1941 250000
5 2.75 2760 2005 682000
3 2 1430 1992 246500
3 1 1490 1932 325000
4 2.5 2030 2004 310950
3 2 3010 1931 1.1e+006
3 1 1810 1954 287500
3 1 1810 1954 431000
3 1 970 1968 226000
3 1.75 2010 1926 825000
4 1 1300 1947 175000
3 1.5 1260 1959 465750
4 2.25 2610 1983 659000
3 1.75 1910 1941 595000
3 2.25 1780 1987 350000
4 2.25 1900 1975 270000
6 2.25 2450 1957 662500
3 1.75 1380 1939 249900
3 1.75 1920 1977 324500
2 1.75 1350 2004 430000
2 1.75 1350 2004 419950
4 1.75 2510 1962 285000
4 2.5 2470 2002 332000
4 1.75 1660 1956 282000
3 1 1340 1987 320000
3 1 1620 1911 428750
3 2.25 2300 1977 330000
4 3.5 2000 2008 456500
3 2.25 1640 1972 352000
4 2 1530 1912 664000
3 1.75 4000 1987 628000
3 1.75 1610 1977 512000
3 2 2070 1969 254000
4 2.5 1900 1994 535800
3 1 1050 1960 287653
3 2.5 1520 2006 438000
4 1.75 2390 1949 450000
5 2.75 2400 1998 327000
4 2.5 1790 2005 370500
3 2.5 1720 1993 265000
4 2.75 2980 1979 450000
3 1 1520 1988 425000
3 1.75 1150 1977 166600
1 0.75 380 1963 245000
3 1 910 1951 565000
3 1.75 1650 1976 539900
3 3.5 2480 2010 910000
4 2.5 2050 1990 280000
3 2.25 1420 1989 275000
3 2.5 3460 2001 467000
3 2.5 1500 1996 457500
2 1 1320 1908 381156
5 2.5 2180 1977 289999
3 1.75 1830 1919 642450
3 2.25 1620 1962 469950
3 2 2920 1975 795000
4 2.5 3300 1984 785000
3 2.25 3060 1983 860000
0 0 3064 1990 1.095e+006
3 1 1530 1959 147500
3 2 1910 1978 390000
3 1 1020 1954 229000
3 1 1150 1932 185000
3 1.5 1260 1941 414900
4 2 1920 1914 200000
4 2.25 1800 1969 225000
3 1.75 2040 1924 720000
4 2.5 2200 1908 930000
5 2.5 3200 1952 1.27e+006
5 3.25 2400 1928 700000
2 1.5 1140 2005 466000
3 1.5 1330 1976 374000
3 2.5 1940 1994 480000
3 2.5 3000 1995 740000
4 1 1820 1923 1.01e+006
4 2.5 2910 2002 395000
2 1 1090 1954 340000
3 2 1230 2003 209000
5 2.5 1710 1962 431650
5 2.5 3160 1971 980000
3 2.5 2680 1993 660000
4 2.25 2190 1977 730000
3 1.75 1260 1988 291500
4 3.5 2970 1997 905000
4 2.5 2570 1993 800000
4 3.5 3810 2013 839900
1 1.5 1010 2007 200000
3 2 1480 1979 300000
3 1.75 1250 1942 530000
3 2.25 1654 1995 314950
3 1.75 1410 1960 255000
5 2.75 2160 1950 550000
3 1 1400 1917 435000
3 1.75 1420 1966 234000
4 2.25 2500 1975 615000
3 2 1410 1985 205000
4 1.75 2100 1955 384000
3 2.5 1750 1994 324000
3 1.75 2070 1946 645000
3 3.25 1570 2007 570000
3 2.5 1920 1999 324000
2 1 1000 1943 270000
5 1.5 2120 1962 290000
3 2 1440 1965 250000
3 1.75 1660 1990 342000
3 1.5 1340 1958 255000
3 2.25 2380 1972 800000
3 1.75 1560 1926 451000
4 2.5 2780 1967 990000
4 2.5 1860 1983 288400
3 1.5 2390 1920 420000
2 2.75 1370 2009 359000
4 3 2570 1988 390000
3 2.5 1320 2005 300000
5 2.5 2520 1981 545000
3 1 1250 1972 288349
3 2.25 1560 1985 299900
4 2 2330 1925 891000
3 2 3660 1947 1.2e+006
4 2.5 2790 2004 378000
2 1 1060 1951 299995
3 2.5 2020 1994 253000
3 2.25 1580 1979 350000
4 3 2020 1900 565000
2 1 970 1908 315000
4 3 1490 1915 570000
5 3.5 4390 2005 971000
5 2.5 2750 1910 915000
4 1.5 2150 1950 419000
4 1.75 1810 1977 260000
3 3 2230 1990 1.3215e+006
3 1 2430 1977 369950
3 2.5 3680 1994 1.0299e+006
5 1 1410 1929 435000
3 1.75 1330 1958 601000
3 1 1490 1963 460500
3 2.5 2020 2000 720000
4 2.5 3130 1996 851000
4 3 2670 1916 550000
4 1 1980 1920 700000
3 1.75 2100 1963 323000
3 1 1350 1944 345500
4 1.5 2140 1959 378000
